date,close,high,low,open,volume
2023-04-11,62012.5234375,62294.82627560698,61542.0187073217,62294.82627560698,16323183
2023-04-12,62106.63671875,62294.838648200755,61447.92996567235,61918.434789299245,15021313
2023-04-13,62200.73828125,62200.73828125,61542.031521841905,61730.23345310136,15091022
2023-04-14,61259.734375,62671.248991935485,61165.633400537634,62671.248991935485,16176490
2023-04-17,61447.92578125,61730.22865620215,60883.32003134571,61165.62290629786,13486618
2023-04-18,61730.2265625,62106.63038300305,60977.4189214939,62012.529427877285,14802060
2023-04-19,61636.13671875,61918.43963501909,61447.93477457061,61636.13671875,10255985
2023-04-20,61447.92578125,61447.92578125,60789.21907302833,61259.72386461524,9501169
2023-04-21,61824.33203125,62012.533955241626,61542.02914526255,61918.43299324581,10538622
2023-04-24,61353.82421875,61824.32900570361,60977.42038918712,61447.92517614072,12986581
2023-04-25,59848.20703125,61542.024211379714,59660.005122346694,61447.923256928065,16193271
2023-04-26,60318.72265625,60506.92459901521,59565.91488518916,59848.21779933697,12664541
2023-04-27,60789.2265625,61165.63044214396,59565.913953657124,60318.72171294505,14779601
2023-04-28,61636.13671875,62012.54060710878,61165.63185830152,61353.83380248091,19699481
2023-05-02,61824.33203125,62388.937803224886,61259.726259275114,62106.63491723744,14396948
2023-05-03,61542.03515625,61730.23709862385,61071.53030031537,61259.73224268922,8876749
2023-05-04,61259.734375,61824.3402217742,60883.33047715054,61730.23924731183,9791064
2023-05-08,62012.5234375,62388.92722164264,61542.0187073217,62388.92722164264,9405365
2023-05-09,61447.92578125,61918.43057283691,61259.72386461524,61918.43057283691,9366861
2023-05-10,60789.2265625,61636.13529169892,60506.92365276703,61636.13529169892,13057727
2023-05-11,60412.82421875,61259.73296948014,60412.82421875,60883.32908026674,11648905
2023-05-12,60318.72265625,60789.22751316302,59848.21779933697,59942.318770719576,8693913
2023-05-15,60695.11328125,60789.214232073646,60130.50757630814,60318.70947795543,8172021
2023-05-16,61542.03515625,62012.54001218463,61447.93418506307,61918.439040997706,12334657
2023-05-17,61165.62109375,62012.52969350961,60977.419182692305,62012.52969350961,10745504
2023-05-18,62294.8359375,62294.8359375,61824.33113434668,62106.63401623867,14431704
2023-05-19,64365.0625,64365.0625,63518.15378289474,63800.456688596496,20349345
2023-05-22,64459.16796875,64929.6728444343,63988.66309306569,64365.06699361314,14470308
2023-05-23,64365.0625,64647.365405701756,64082.759594298244,64459.163468567254,8561643
2023-05-24,64459.16796875,64647.36991902372,63988.66309306569,64082.76406820255,8192896
2023-05-25,64741.47265625,65870.68438862645,64647.371678551965,65776.58341092842,14231160
2023-05-26,66152.984375,66247.0853485064,65400.17658694879,65682.479507468,19549511
2023-05-30,68035.0,68035.0,66999.88934993085,67093.99031811894,27476897
2023-05-31,67188.09375,68223.2044380252,66811.68986344538,68129.10346638656,25666087
2023-06-01,66717.5859375,67376.29270980254,66435.28303508462,66717.5859375,14669296
2023-06-02,67940.8828125,67940.8828125,67376.2771381579,67470.37808388159,12161798
2023-06-05,67470.390625,68411.40025714783,67188.08773535564,68411.40025714783,12686829
2023-06-07,66811.6953125,67376.30118838028,66623.49335387324,67093.99825044014,14796613
2023-06-08,66717.5859375,66717.5859375,65870.67723025387,66247.08110014105,19165568
2023-06-09,67752.703125,68035.0060546875,66623.49140625,66905.7943359375,15050209
2023-06-12,66811.6953125,68129.10902288732,66623.49335387324,67846.80608494718,12064287
2023-06-13,67752.703125,67940.905078125,67376.29921875,67470.4001953125,13227285
2023-06-14,67658.59375,67940.89664464534,66905.78603094576,67846.79567976356,12541046
2023-06-15,67282.1796875,68034.9872923951,67093.97778627623,67846.78539117133,13614994
2023-06-16,67564.4765625,67658.57750478761,66717.56808191157,67564.4765625,15373696
2023-06-19,66999.8828125,67470.38760753161,66717.57993548104,67093.98377150632,11100887
2023-06-20,67188.09375,67188.09375,66247.08403361344,66529.38694852941,11557883
2023-06-21,66341.1796875,66999.88643617021,66247.07872340425,66529.38161569148,10626603
2023-06-22,67093.96875,67282.17062587658,65964.75749474054,66058.85843267883,11411007
2023-06-23,67376.296875,67940.90271473464,67376.296875,67752.70076815643,12329484
2023-06-26,68129.09375,68223.19470821823,67282.18512603591,67470.38704247237,10541901
2023-06-27,68317.3125,68317.3125,67752.70661157025,68223.21151859504,9442997
2023-06-28,68411.3984375,68411.3984375,67752.6917125172,68317.29747678817,8783093
2023-06-29,68469.0859375,69414.79154437155,68469.0859375,69131.07986231009,12229967
2023-06-30,68279.9296875,68752.7823861669,67807.0769888331,68563.64130670014,11694765
2023-07-03,69036.515625,69225.65676369863,68658.23334760274,68752.80391695205,10722181
2023-07-04,69036.515625,69603.93904109589,68941.94505565069,69414.79790239726,10214350
2023-07-05,68090.8125,69320.22994791667,67996.24192708333,69036.51822916666,12310610
2023-07-06,67712.53125,68469.09584497206,67617.96067562849,67996.24297311452,14777667
2023-07-07,66104.828125,67523.38666845494,66010.25755543634,67239.67495976394,17308877
2023-07-10,65726.5390625,66577.67410071942,65442.82738309352,66199.39186151078,11713926
2023-07-11,67617.9453125,67617.9453125,66293.95757211538,66388.528125,12177392
2023-07-12,67996.2421875,68090.81276077886,67239.67760126913,67334.24817454799,10375581
2023-07-13,67996.2421875,68658.23620045201,67996.2421875,68469.0950538943,14417279
2023-07-14,69414.796875,69414.796875,68469.09119550408,68563.66176345368,15882519
2023-07-17,69320.2109375,69509.35203146316,68847.35820259209,69225.64039051841,10060049
2023-07-18,68090.8125,69509.37109375,68090.8125,69225.659375,11697900
2023-07-19,67807.09375,68847.369944212,67428.81149755928,68752.79938110181,10896412
2023-07-20,67145.109375,67617.96225792253,66955.96822183099,67239.6799515845,9732730
2023-07-21,66483.109375,66577.679943101,65631.97426209104,66577.679943101,16528926
2023-07-24,66577.671875,67050.52465820312,66104.81909179688,66293.96020507812,13418597
2023-07-25,66199.3984375,66672.25128348214,66010.25729910714,66199.3984375,14314945
2023-07-26,66010.25,66766.81446991404,64402.55050143267,66010.25,30016221
2023-07-27,67807.09375,67807.09375,65537.40023535566,66104.82361401674,24261179
2023-07-28,66766.8125,68469.08250708214,66293.95972025495,67901.6591713881,19420683
2023-07-31,66010.25,67145.09670487106,66010.25,67050.5261461318,13035420
2023-08-01,67239.671875,67334.24244022503,66199.39565752461,66293.96622274964,12299254
2023-08-02,66104.828125,67145.10439020029,66010.25755543634,66861.3926815093,13835020
2023-08-03,65064.55859375,66388.54670466934,64780.846855695854,66104.83496661519,20087090
2023-08-04,64591.6953125,65348.25982567716,64497.12474835286,65064.54813323573,12360193
2023-08-07,64780.84375,65442.837773722626,63929.70857664233,64024.27915145986,10968505
2023-08-08,63929.69921875,65348.25763336724,63740.55809680104,65253.68707239276,14664709
2023-08-09,65159.11328125,65821.10717525399,64213.407718387156,64307.97827467344,17259673
2023-08-10,64307.984375,64780.83720128677,64118.843244485295,64591.696070772065,10227311
2023-08-11,63835.12109375,65064.53824074074,63835.12109375,64686.25604166667,9781038
2023-08-14,63645.99609375,64213.419535893394,63267.713798987745,63835.13724113113,9352343
2023-08-16,63362.28125,63456.85181902985,62700.28726679105,63078.56954291045,13174578
2023-08-17,63078.5625,63173.13305847077,62416.56859070465,62700.28026611694,10778652
2023-08-18,62700.2890625,63078.57134945324,62227.436203808444,62416.57734728506,11745006
2023-08-21,62983.9921875,63456.84498170045,62700.280510979734,62983.9921875,9720067
2023-08-22,62983.9921875,64024.26833474099,62700.280510979734,63551.41554054054,10500242
2023-08-23,63456.84765625,63456.84765625,62794.85371646796,63078.56540494598,9549352
2023-08-24,64497.125,64969.977822580644,64213.41330645161,64591.69556451613,15044463
2023-08-25,63456.84765625,63740.55934472802,63267.70653059799,63456.84765625,7032462
2023-08-28,63173.13671875,63362.277846650446,62889.42502689933,63173.13671875,5824628
2023-08-29,63173.13671875,63551.4189745509,62983.995590849554,63267.70728270023,9114352
2023-08-30,63456.84765625,64024.27103320604,63456.84765625,63645.988781902015,9181223
2023-08-31,63267.703125,63551.41479820628,62794.85033632287,63456.844240470855,15964630
2023-09-01,67145.109375,67145.109375,63078.574581866196,63173.1451584507,29738235
2023-09-04,67334.2421875,68941.94179029143,66861.38936314957,68941.94179029143,26286495
2023-09-05,66861.3984375,67617.96305914073,66388.54554897454,67050.53959291018,12330239
2023-09-06,66199.3984375,66955.96299107143,65915.68672991071,66861.392421875,11414620
2023-09-07,66577.671875,66766.81298828125,65821.107421875,66199.3896484375,13741241
2023-09-08,66483.109375,66483.109375,65821.11539829303,66388.538806899,10688118
2023-09-11,66955.953125,66955.953125,66199.3886829096,66577.6709039548,11785462
2023-09-12,66672.2421875,67145.09496897162,66577.67163120567,66955.95385638297,11688599
2023-09-13,67050.53125,67712.52521156559,66483.10785437236,67239.67238187589,15955797
2023-09-14,67807.09375,67901.66431311019,66955.95868200838,67334.2409344491,21041407
2023-09-15,68090.8125,68374.52421875,67523.38906249999,67807.10078125,17823512
2023-09-18,66388.53125,67807.08961004273,66388.53125,67428.80738069801,16040727
2023-09-19,66010.25,66955.95558739256,65821.1088825215,66577.67335243554,11820188
2023-09-20,65821.109375,66483.10329112787,65726.53881555315,66199.39161278735,10873015
2023-09-21,65159.11328125,66010.24828782656,65064.542724963714,65442.82495010885,10796336
2023-09-22,65064.55859375,65159.12917310138,64591.70569699309,64591.70569699309,9897840
2023-09-25,65631.9765625,65915.68827674711,64780.841419758646,64780.841419758646,13582516
2023-09-26,65214.6328125,66545.5436862245,65024.502687682216,66545.5436862245,13143470
2023-09-27,65024.51171875,65689.96724803545,64834.38156752559,65214.64186997442,14886491
2023-10-04,64168.9140625,64359.04417824074,63408.39359953704,64073.84900462963,23361149
2023-10-05,63408.3984375,64073.85389336581,63408.3984375,63978.788828242126,16108313
2023-10-06,62742.9453125,63978.79120501894,62742.9453125,63788.66106770834,14386527
2023-10-10,63123.20703125,64263.98788121235,62933.07688958961,62933.07688958961,19889202
2023-10-11,64834.375,65975.15579178886,64549.179802052786,65214.635263929624,25209349
2023-10-12,65499.828125,66260.34862572569,64834.37268686503,65214.63293722787,19311380
2023-10-13,64644.25,65119.57536764706,64359.05477941177,64644.25,9724086
2023-10-16,63978.796875,65119.57779996285,63503.47148959881,64549.187337481424,12599299
2023-10-17,65975.1640625,66450.48945199928,64073.86250450288,64359.05773820245,17299253
2023-10-18,67020.8671875,67020.8671875,65404.76117021277,65499.82623005319,16493184
2023-10-19,66070.21875,66545.5440647482,65975.15368705036,66260.34887589928,13985012
2023-10-20,65404.77734375,65785.03767714389,64739.32176031068,65499.84242709847,15204495
2023-10-23,65024.51171875,65689.96724803545,64834.38156752559,65309.70694558662,11625959
2023-10-24,65119.578125,65404.773357664235,64359.05750456204,65309.70828010949,12791710
2023-10-25,64644.25,65404.7705882353,64549.18492647059,65404.7705882353,10610703
2023-10-26,63408.3984375,64549.17921898425,63408.3984375,63693.59363287106,15517624
2023-10-27,63978.796875,63978.796875,63408.40641251857,63788.66672083952,11334726
2023-10-30,63978.796875,64454.122260401185,63408.40641251857,63503.47148959881,10139270
2023-10-31,63598.53125,64929.44221786248,63598.53125,64263.98673393124,14488892
2023-11-01,65214.6328125,65499.82799972668,63978.787001184406,64168.91712600219,13775256
2023-11-02,66260.3515625,66545.54676291249,65975.15636208752,66545.54676291249,16350031
2023-11-03,66165.28125,66735.67160560345,66070.21619073275,66260.34630926725,10322234
2023-11-06,67401.1328125,67401.1328125,65880.09173351551,66355.41707069817,22228489
2023-11-07,67401.1328125,67401.1328125,66545.54720557123,67115.9376101904,17228731
2023-11-08,66450.484375,67876.46043454936,66260.35423372676,67781.39536391273,12901310
2023-11-09,66830.7421875,67306.06752311523,66165.2867176387,66450.48191900783,12301373
2023-11-10,67020.8671875,67020.8671875,66070.21658909575,66545.54188829787,9684347
2023-11-13,66925.8046875,67781.39025878906,66830.73962402344,67781.39025878906,9246919
2023-11-14,67306.0625,67591.25768008475,67115.9323799435,67496.19262005649,9567984
2023-11-15,68636.96875,68636.96875,67971.51337430748,68066.57842797785,20148677
2023-11-16,69207.3671875,69397.49731713599,68732.04186341002,68922.17199304601,15860451
2023-11-17,68922.1796875,69397.50506465517,68732.04953663793,68732.04953663793,11494644
2023-11-20,69112.296875,69397.49204779918,68541.90652940165,68541.90652940165,10610157
2023-11-21,69207.3671875,69777.75757640797,69112.302122682,69492.56238195398,9712881
2023-11-22,69207.3671875,69397.49731713599,68351.78160413804,68636.97679859203,11105143
2023-11-23,68827.1015625,69587.62202175414,68636.97144768646,69397.49190694062,6775614
2023-11-24,68161.6484375,69017.23398274058,68161.6484375,68827.103861576,6676685
2023-11-27,67781.3828125,68541.90323676367,67591.25270643408,67971.51291856592,9113857
2023-11-28,69112.296875,69112.296875,67781.38606860385,67876.45112620358,13283081
2023-11-29,69112.296875,69207.36193259973,68636.97158700138,68827.10170220083,9283933
2023-11-30,69207.3671875,69207.3671875,68636.97679859203,69112.302122682,15783714
2023-12-01,68446.8515625,68922.1769205729,68161.65634765624,68827.11184895833,9871284
2023-12-04,69017.2421875,69302.43740315083,68827.11204373279,69207.37233126722,10229267
2023-12-05,67686.328125,68827.10893609551,67686.328125,68732.0438685042,12129682
2023-12-06,68161.6484375,68541.90867982915,68066.58337691771,68256.71349808229,8123087
2023-12-07,67971.515625,68351.77585227272,67591.25539772728,68256.71079545455,8862017
2023-12-08,69017.2421875,69207.37233126722,68351.78668431473,68541.91682808196,10859463
2023-12-11,69397.5078125,69397.5078125,68636.98717893836,69207.37765410959,9861960
2023-12-12,69872.828125,69872.828125,69492.56783588436,69682.69798044217,13758646
2023-12-13,69207.3671875,69872.82264122595,69207.3671875,69682.69251158996,13116766
2023-12-14,69492.5703125,70633.35122050274,68922.17985849862,70443.22106916894,27567593
2023-12-15,69682.6796875,70348.13501875852,69587.61464017736,70158.00492411324,15419815
2023-12-18,69302.4375,69777.76286008231,69207.37242798354,69682.69778806584,9690551
2023-12-19,69777.765625,69777.765625,69207.37517029973,69397.50532186648,8907632
2023-12-20,71108.6796875,71203.74476729613,70158.02888953878,70538.28920872326,16870156
2023-12-21,71298.78125,71298.78125,70633.32595833334,70918.52108333334,13478766
2023-12-22,72154.390625,72534.65091814888,71679.0652585639,72059.32555171278,14515608
2023-12-26,72819.84375,72914.90882016972,71964.25811847259,72344.51839915144,13164909
2023-12-27,74501.8671875,74501.8671875,73069.13897235577,73260.16940104167,20651042
2023-12-28,74979.453125,74979.453125,74024.30085589172,74215.33130971338,17797536
2024-01-02,76030.109375,76221.13980056533,74692.89639604272,74692.89639604272,17142847
2024-01-03,73546.7109375,75265.98469967533,73546.7109375,74979.43907264611,21753644
2024-01-04,73164.65625,73833.26276925587,72687.08016481723,72687.08016481723,15324439
2024-01-05,73164.65625,73642.23233518277,72973.62581592689,73260.17146703655,11304316
2024-01-08,73069.1484375,74024.30070465687,72973.63321078432,73546.72457107843,11088724
2024-01-09,71349.8515625,74215.30744854418,70967.7907776941,73928.76185993975,26019249
2024-01-10,70299.203125,71827.44667119565,69917.1422384511,71636.4162279212,20259529
2024-01-11,69917.1328125,70299.19364754099,69439.55676869878,69630.58718621927,57691266
2024-01-12,69821.6171875,70776.76926940835,69535.0715629275,69726.10197930917,13038939
2024-01-15,70585.75,70681.26522327469,69917.14343707713,69917.14343707713,2957915
2024-01-16,69344.0390625,70394.70632102272,69248.52385717975,70203.67591038223,14760415
2024-01-17,67815.7890625,70012.63856734155,67815.7890625,69821.6081756162,22683660
2024-01-18,68484.4140625,68770.95972803347,67529.26184405509,68388.89884065551,17853397
2024-01-19,71349.8515625,71349.8515625,69726.09322707496,70203.66920808233,23363427
2024-01-22,71731.9375,72591.57456724368,71636.42227030626,72496.05933754993,19673375
2024-01-23,71827.4453125,72400.53663148271,70967.80833402593,72305.02141165225,14786224
2024-01-24,70681.25,71827.43243243244,70203.6739864865,71827.43243243244,12860661
2024-01-25,70776.78125,71445.38782051283,70394.72035256411,70872.29647435897,11737747
2024-01-26,70108.171875,71158.83930091962,70012.65665446185,70394.71753661444,11160062
2024-01-29,71063.3203125,71827.44203629033,70203.6833732359,70490.22901965726,13976521
2024-01-30,70967.8046875,71922.95683672611,70394.71339796434,71636.41119195828,12244418
2024-01-31,69439.5625,70681.26031636864,69248.53206671252,70108.16901650619,15703560
2024-02-01,70299.203125,70872.29445482338,69630.5965735394,69726.11179517664,19881033
2024-02-02,71827.4453125,71827.4453125,70394.71701504322,70681.26267453458,14955881
2024-02-05,70967.8046875,71445.38076211305,70203.68296811912,70872.2894725774,19026021
2024-02-06,71063.3203125,71349.86595892138,70012.6529422883,70967.80509702621,14559254
2024-02-07,71636.4296875,72114.00588541667,70967.82301041667,71254.36872916667,16566445
2024-02-08,70776.78125,71827.44871794872,70299.20512820513,71636.41826923077,20810708
2024-02-13,71827.4453125,71827.4453125,71063.32355385637,71445.38443317819,21966745
2024-02-14,70681.25,70967.7956081081,70394.7043918919,70394.7043918919,12434945
2024-02-15,69917.1328125,71063.31531762295,69726.1023949795,70872.28490010246,14120600
2024-02-16,69535.0859375,70108.17730511677,69248.54025369162,70012.66207718063,13444781
2024-02-19,70490.2265625,70585.74177464431,69535.07444105692,69535.07444105692,12726404
2024-02-20,70012.6484375,70394.70927481241,69535.07239085948,70394.70927481241,14681477
2024-02-21,69726.109375,70394.71590325343,69630.59415667808,70108.17024828767,11503495
2024-02-22,69821.6171875,70585.73885302668,69439.55635473666,70490.22364483585,15208934
2024-02-23,69630.59375,70872.29158093278,69630.59375,70299.20027434842,16225166
2024-02-26,69535.0859375,69917.14684924451,68961.99456988325,69057.50979781937,14669352
2024-02-27,69630.59375,70108.16983882031,69439.56331447187,69821.62418552813,13201981
2024-02-28,69917.1328125,70585.73927382173,69535.07197745903,69630.58718621927,11795859
2024-02-29,70108.171875,70108.171875,68770.95878746593,69344.05011069482,21176403
2024-03-04,71540.890625,71636.40583277703,70681.25375500668,70967.79937833779,23210474
2024-03-05,70394.7109375,71445.37826492537,70394.7109375,71254.34784175712,19505125
2024-03-06,69630.59375,70203.68505658436,69439.56331447187,69917.13940329218,21547905
2024-03-07,68961.9765625,70012.64379544668,68961.9765625,69821.61338945637,14516963
2024-03-08,70012.6484375,70108.1636468281,69344.04197220327,69535.07239085948,19271349
2024-03-11,69153.015625,69821.6221296616,69057.50041004833,69630.59169975828,9740504
2024-03-12,70012.6484375,70203.6788561562,68866.46592556275,69344.04197220327,13011654
2024-03-13,70776.78125,70776.78125,70203.68990384616,70394.72035256411,15243134
2024-03-14,70967.8046875,71158.83511734522,70299.19818304172,71063.3199024226,22545539
2024-03-15,69057.5,70394.71300138313,69057.5,70108.1673582296,22580555
2024-03-18,69535.0859375,69726.11639337226,69248.54025369162,69344.05548162776,11520348
2024-03-19,69535.0859375,69726.11639337226,68484.41843020261,69057.50979781937,15376066
2024-03-20,73451.1953125,73737.74093790638,70108.16301609232,70394.7086414987,50106297
2024-03-21,75743.5546875,75743.5546875,74215.311465558,75648.03948612862,44569799
2024-03-22,75361.5078125,76316.6600027725,74310.84040320026,76030.11434569074,26724761
2024-03-25,74692.90625,76221.14985613812,74310.84534846547,76030.11940537085,18703996
2024-03-26,76316.6640625,76507.69451071652,75648.05749374218,76125.63361428348,30551494
2024-03-27,76221.140625,76412.17105263159,75648.04934210527,75648.04934210527,17424595
2024-03-28,77527.015625,77718.91417852724,75991.82719678218,76183.72575030942,25084812
2024-03-29,79062.1953125,79158.14457865595,77622.9563201608,77910.80411862864,27126366
2024-04-01,78678.40625,79925.74683689025,78678.40625,79829.79756097561,20116513
2024-04-02,81556.875,81556.875,79541.94044117647,79541.94044117647,37077944
2024-04-03,80693.3203125,81556.86357387039,80117.62480491975,80885.21881502676,30493347
2024-04-04,81844.7421875,82036.64076238277,80885.24931308617,81748.79290005862,25248934
2024-04-05,81077.1328125,81556.87916050295,80405.48792529585,81077.1328125,18883752
2024-04-08,81077.1328125,82516.37185650888,81077.1328125,81748.77769970414,18953232
2024-04-09,80213.5859375,81460.92638868123,79733.83961012261,81077.12932677931,23725956
2024-04-11,80693.3203125,81269.01582008027,79158.13229228597,79829.77705112961,25538009
2024-04-12,80309.5390625,81460.93030353943,79829.7927120669,81269.03176336619,17061770
2024-04-15,78870.3046875,79829.79744525548,77910.81192974452,79541.94961792884,26663772
2024-04-16,76759.4140625,78006.75454101562,76183.71845703125,77910.8052734375,31949845
2024-04-17,75703.96875,77527.0047528517,75703.96875,77431.05548954372,22611631
2024-04-18,76375.625,76855.37138819095,75128.28439070351,75608.03077889448,21370190
2024-04-19,74456.6484375,75512.09061895941,73209.30767759343,75128.29346206508,31317563
2024-04-22,73017.390625,74360.68033426412,72057.89797552563,74264.7310693167,30469477
2024-04-23,72441.703125,73689.04370860927,72441.703125,73305.24660596026,18717699
2024-04-24,75416.125,75608.02353689568,74072.83524173028,74360.68304707379,22166150
2024-04-25,73209.296875,74360.68817578637,73209.296875,74168.7896256553,15549134
2024-04-26,73593.078125,74744.46917780313,73401.17961619947,74648.51992340287,12755629
2024-04-29,73593.078125,74456.62141460234,73113.33185299869,74264.72290580183,14664474
2024-04-30,74360.6875,75320.18024193548,73497.14403225806,73880.94112903226,19007007
2024-05-02,74840.4296875,75416.12530048077,74168.78480568911,74456.63261217948,18900640
2024-05-03,74456.6484375,75799.93848663016,74360.69914827643,75799.93848663016,13151889
2024-05-07,78006.75,78006.75,76183.71402214022,76375.61254612546,26238868
2024-05-08,78006.75,78102.69926199262,77239.15590405904,77527.0036900369,13089576
2024-05-09,76471.5625,78198.6492314931,76471.5625,77814.85218005019,18759935
2024-05-10,75991.828125,77814.86440577652,75703.98029119318,77143.21946022726,16976124
2024-05-13,75224.2265625,76663.46559111927,74456.63241390306,76183.71924824618,18652344
2024-05-14,75128.28125,75608.02761813537,74744.4841554917,75416.12907088123,11763992
2024-05-16,75032.3359375,77047.27079004156,74936.38665880755,76951.3215113491,20989778
2024-05-17,74264.7265625,75608.01619024547,74072.82804425065,75416.11767199612,15918201
2024-05-20,75703.96875,75895.86727661597,74744.47611692015,74936.37464353612,19456783
2024-05-21,75224.2265625,75799.9221739477,75032.32802535077,75320.17583107462,13690583
2024-05-22,74552.5703125,75512.06285191441,74168.77329673423,74936.36732826577,19521506
2024-05-23,75128.28125,75895.8754390166,73976.8899664751,74552.58560823754,18728087
